cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña,longitud_reseña,cluster_clientes,cluster_reseñas
157,89.0,10131.3,10.21,78.0,64.0,marketplace,8.0,2025-09-14,hogar,157.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,11,4.0
158,38.0,3441.53,822.53,205.0,8.0,marketplace,14.0,2023-04-03,hogar,158.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,5,4.0
159,80.0,11392.32,129.36,327.0,117.0,call center,47.0,2024-07-11,ropa,159.0,la prenda es cómoda y la tela se siente agradable aunq la talla puede variar un poco,17,3,4.0
160,47.0,17761.4,215.75,99.0,218.0,marketplace,26.0,2024-02-14,salud,160.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,10,1.0
161,1.0,19250.27,559.48,302.0,102.0,móvil,28.0,2024-06-22,servicios,161.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,20,1.0
162,86.0,18975.23,1331.39,27.0,76.0,call center,17.0,2024-10-06,hogar,162.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,19,4.0
163,69.0,5939.44,1164.01,242.0,165.0,call center,49.0,2024-09-13,electronica,163.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,13,5.0
164,70.0,10576.75,829.72,53.0,83.0,marketplace,3.0,2024-05-12,salud,164.0,las instalaciones están limpias yyy el personal explica los procedimientos de forma básica,13,19,5.0
165,93.0,9052.12,409.37,75.0,136.0,tienda física,5.0,2025-01-24,educacion,165.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,11,2.0
166,58.0,7344.41,565.73,303.0,55.0,móvil,18.0,2025-08-16,servicios,166.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso ..,13,5,1.0
167,16.0,8272.37,777.2,216.0,238.0,móvil,2.0,2024-06-26,servicios,167.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,4,1.0
168,99.0,13075.71,781.23,313.0,208.0,web,34.0,2024-03-13,ropa,168.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,26,3.0
169,86.0,2143.8,254.2,237.0,12.0,marketplace,44.0,2024-07-29,electronica,169.0,la interfaz es intuitiva yyy el dispositivo responde bien en tareas comunes yyy prolongadas,14,24,5.0
170,40.0,2787.45,816.38,331.0,13.0,tienda física,24.0,2023-04-18,educacion,170.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,5,2.0
171,19.0,8114.81,808.61,149.0,188.0,tienda física,9.0,2024-12-15,ropa,171.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,12,3.0
172,73.0,12806.17,1245.9,315.0,118.0,tienda física,48.0,2023-09-07,ropa,172.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,13,3.0
173,36.0,15566.85,412.44,308.0,69.0,tienda física,50.0,,ropa,173.0,el  diseño es atractivo y el color coincide con lo esperado después de varios usos,15,3,3.0
174,54.0,17783.45,191.75,96.0,202.0,tienda física,11.0,2023-12-04,ropa,174.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,10,4.0
175,39.0,11278.61,849.2,12.0,42.0,tienda física,21.0,2025-12-09,electronica,175.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas ..,15,6,5.0
176,63.0,7860.85,236.23,264.0,62.0,tienda física,34.0,2025-04-27,alimentos,176.0,el  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,24,0.0
177,18.0,19478.38,779.58,274.0,34.0,marketplace,37.0,2023-07-30,electronica,177.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,20,5.0
178,53.0,664.67,1050.18,306.0,127.0,call center,29.0,2024-03-14,ropa,178.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,9,3.0
179,97.0,7897.28,692.87,291.0,27.0,web,27.5,2023-07-08,ropa,179.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,17,3.0
180,34.0,684.17,429.48,187.0,220.0,tienda física,34.0,2024-02-23,hogar,180.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,18,4.0
181,86.0,5466.46,1095.51,242.0,202.0,tienda física,42.0,2025-07-31,salud,181.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,13,1.0
182,45.0,8880.76,1496.41,65.0,118.0,tienda física,47.0,2025-02-11,ropa,182.0,el diseño es atractivo yyy el color coincide con lo esperado después de varios usos,15,25,3.0
183,36.0,4346.97,497.02,17.0,25.0,móvil,50.0,2023-10-27,servicios,183.0,el  servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,15,1.0
184,52.0,17171.05,811.82,202.0,35.0,call center,1.0,2025-12-04,salud,184.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,19,5.0
185,90.0,19468.57,354.42,121.0,72.0,call center,36.0,2025-10-30,hogar,185.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,11,4.0
186,63.0,4423.61,1193.65,112.0,118.0,marketplace,2.0,2025-09-20,servicios,186.0,la  experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,8,1.0
187,75.0,15646.61,580.57,21.0,238.0,marketplace,46.0,2025-06-19,educacion,187.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,22,2.0
188,26.0,17218.3,602.0,294.0,157.0,móvil,5.0,2023-06-16,ropa,188.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,4,3.0
189,91.0,1728.14,401.54,261.0,182.0,web,35.0,2024-10-06,electronica,189.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,2,5.0
190,28.0,13389.24,1266.22,72.0,206.0,call center,10.0,2024-05-15,electronica,190.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,12,5.0
191,68.0,19079.54,1460.32,117.0,89.0,tienda física,33.0,2025-09-24,hogar,191.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones ..,15,21,4.0
192,19.0,6177.13,1490.12,215.0,215.0,call center,21.0,2025-10-29,hogar,192.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,9,4.0
193,79.0,2638.57,717.91,297.0,118.0,móvil,44.0,2025-02-19,salud,193.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,13,1.0
194,13.0,2375.05,1332.12,187.0,13.0,marketplace,7.0,2023-08-28,ropa,194.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,5,3.0
195,47.0,14136.22,979.6,172.0,6.0,web,29.0,2025-11-22,hogar,195.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales ..,18,6,4.0
196,15.0,15749.1,360.44,193.0,177.0,móvil,35.0,2024-07-19,salud,196.0,las  instalaciones están limpias y el personal explica los procedimientos de forma básica,13,10,5.0
197,82.0,17723.93,436.7,298.0,180.0,móvil,27.0,2023-02-28,ropa,197.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,23,3.0
198,55.0,4510.9,594.87,127.0,95.0,call center,12.0,2025-01-01,salud,198.0,las instalaciones están limpias yyy el personal explica los procedimientos de forma básica,13,15,5.0
199,61.0,16670.1,175.76,191.0,41.0,marketplace,37.0,2023-01-09,electronica,199.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,3,5.0
200,31.0,3151.74,930.24,309.0,137.0,móvil,46.0,2025-10-12,servicios,200.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,9,1.0
201,49.0,18038.63,395.65,187.0,208.0,marketplace,41.0,,alimentos,201.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,22,0.0
202,30.0,9877.7,329.04,187.0,118.0,web,50.0,2025-03-11,hogar,202.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,1,4.0
203,85.0,9235.97,901.37,269.0,118.0,tienda física,44.0,2023-02-28,servicios,203.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,13,1.0
204,96.0,14335.57,843.79,187.0,87.0,tienda física,41.0,2025-06-19,servicios,204.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,27,1.0
205,99.0,13551.9,383.67,187.0,25.0,tienda física,11.0,2025-05-28,alimentos,205.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,11,3.0
206,57.0,1542.7,957.09,326.0,118.0,móvil,3.0,2024-05-18,salud,206.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,8,1.0
207,86.0,14638.19,1073.47,74.0,72.0,web,27.0,2024-07-05,educacion,207.0,el contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido,14,27,2.0
208,34.0,346.42,1132.29,298.0,118.0,web,12.0,,hogar,208.0,el  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,5,4.0
209,100.0,17665.11,980.58,197.0,228.0,web,35.0,2024-07-28,salud,209.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,22,5.0
210,82.0,9446.19,677.42,265.0,154.0,call center,46.0,2023-11-07,salud,210.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,13,1.0
211,2.0,13601.24,631.17,149.0,65.0,web,29.0,2023-03-07,electronica,211.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,20,5.0
212,30.0,2735.97,1486.0,237.0,43.0,call center,31.0,2025-07-13,ropa,212.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,0,3.0
213,72.0,3742.97,1308.07,91.0,112.0,tienda física,26.0,2023-01-16,educacion,213.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,25,2.0
214,62.0,2239.82,120.93,143.0,37.0,call center,49.0,2023-03-22,educacion,214.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..,15,24,2.0
215,88.0,15086.46,702.0,320.0,80.0,tienda física,7.0,2024-12-16,salud,215.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,23,1.0
216,46.0,19245.01,1000.82,159.0,215.0,tienda física,26.0,2025-06-03,ropa,216.0,el  diseño es atractivo y el color coincide con lo esperado después de varios usos,15,16,3.0
217,83.0,19495.29,781.23,339.0,118.0,móvil,29.0,2024-05-26,salud,217.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,21,1.0
218,65.0,17561.01,4.98,309.0,178.0,tienda física,5.0,2024-04-14,alimentos,218.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,23,3.0
219,100.0,3434.33,1465.0,346.5,124.0,tienda física,34.0,2023-02-05,alimentos,219.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,13,3.0
220,8.0,17867.22,781.23,288.0,24.0,web,33.0,2025-10-06,salud,220.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,20,1.0
221,97.0,12032.13,682.81,322.0,188.0,web,15.0,2024-10-19,educacion,221.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,23,2.0
222,75.0,4179.89,1218.86,336.0,69.0,marketplace,49.0,2023-09-24,educacion,222.0,el  contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,13,2.0
223,53.0,16612.6,206.2,96.0,75.0,call center,49.0,2023-03-17,salud,223.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,3,5.0
224,24.0,18815.43,1461.23,305.0,104.0,web,29.0,2024-04-21,electronica,224.0,la  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,0,5.0
225,82.0,2269.33,1355.13,187.0,24.0,tienda física,22.0,2024-10-04,ropa,225.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos ..,16,17,3.0
226,96.0,16913.14,475.99,50.0,235.0,call center,46.0,2023-04-13,electronica,226.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,22,5.0
227,74.0,19870.89,1236.57,138.0,136.0,web,1.0,2023-04-18,educacion,227.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,19,2.0
228,92.0,7041.89,923.74,10.0,42.0,marketplace,5.0,2023-10-09,electronica,228.0,este  producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,19,5.0
229,44.0,5914.38,1319.86,239.0,156.0,call center,2.0,2023-07-11,educacion,229.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,8,2.0
230,80.0,17216.12,1340.9,7.0,129.0,call center,19.0,2023-11-14,ropa,230.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,19,4.0
231,25.0,9664.31,995.7,311.0,233.0,móvil,36.0,2025-11-20,ropa,231.0,la  prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,9,4.0
232,6.0,12253.87,383.32,66.0,118.0,web,14.0,2023-08-29,ropa,232.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,10,3.0
233,85.0,4869.98,1459.22,54.0,139.0,call center,30.0,2025-11-22,electronica,233.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,25,5.0
234,1.0,12279.49,1016.86,175.0,125.0,marketplace,36.0,2023-12-07,educacion,234.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,1,2.0
235,57.0,16761.15,434.69,152.0,118.0,call center,20.0,2024-12-16,electronica,235.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,11,5.0
236,1.0,16213.96,132.73,26.0,223.0,tienda física,20.0,2025-04-13,servicios,236.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,10,1.0
237,72.0,8140.29,63.0,63.0,150.0,marketplace,38.0,2024-05-04,educacion,237.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,14,2.0
238,20.0,19365.15,1241.55,19.0,55.0,tienda física,26.0,2023-03-27,servicios,238.0,el servicio fue adecuado con tiempos razonables aunq la atención podría ser más clara,14,6,1.0
239,10.0,16550.26,630.62,213.0,215.0,call center,5.0,2024-05-09,hogar,239.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,4,4.0
240,39.0,669.81,813.8,197.0,231.0,call center,43.0,2025-10-16,educacion,240.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,9,2.0
241,53.0,19325.31,37.37,280.0,69.0,móvil,29.0,2023-10-31,servicios,241.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,3,1.0
242,25.0,10388.75,849.14,86.0,26.0,móvil,4.0,2025-08-07,hogar,242.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,19,4.0
243,65.0,596.44,805.08,72.0,240.0,marketplace,24.0,2024-07-19,salud,243.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,14,5.0
244,11.0,7824.59,1306.97,276.0,110.0,call center,23.0,2025-04-30,hogar,244.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,0,4.0
245,45.0,2213.42,510.14,49.0,105.0,marketplace,18.0,2024-02-17,educacion,245.0,el contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido,14,15,2.0
246,8.0,4380.92,1136.64,185.0,226.0,call center,38.0,2024-12-08,servicios,246.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,9,1.0
247,43.0,793.72,111.04,48.0,211.0,tienda física,2.0,2023-06-05,alimentos,247.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..,14,18,3.0
248,67.0,3926.97,1214.62,241.0,184.0,tienda física,19.0,2023-01-15,salud,248.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,8,5.0
249,99.0,5164.11,605.09,218.0,70.0,tienda física,13.0,2024-06-02,alimentos,249.0,el producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario,15,17,0.0
250,85.0,3257.82,1336.69,346.5,215.0,call center,13.0,2024-10-28,ropa,250.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,8,3.0
251,43.0,10918.53,1276.99,280.0,126.0,marketplace,9.0,2023-02-16,alimentos,251.0,el producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario,15,8,0.0
252,48.0,2326.07,1418.63,271.0,217.0,call center,40.0,2025-07-04,educacion,252.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,9,2.0
